ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Lineage_0,Lineage_1,Lineage_2,Lineage_3,Lineage_4,Lineage_5,Isolate,WALS_Area,Autotyp,Country,Ancient,Papuan,Altitude,Eastness,Ethnologue_Ethnic_Population,Adjusted_Population,Social_Region
3472,Chilcotin,North America,52.0,-125.0,chil1280,clc,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Central British Columbia,,false,North America,Pacific Northwest,CA,false,false,1000.0,255.0,1140,2500,Americas_North_NorthwestCoast
3473,Chimila,South America,10.5,-73.0,chim1309,cbg,Chibchan,East,Colombian,,,,false,South America,Amazon,CO,false,false,860.0,307.0,2000,2000,Americas_CentralExtend
3474,Chipaya,South America,-19.0,-68.0,chip1262,cap,Uru-Chipaya,,,,,,false,South America,Andes,BO,false,false,3680.0,312.0,1200,1800,Americas_CentralExtend
3475,Chono,South America,-46.0,-75.0,,xxx,Chonan,,,,,,true,South America,Patagonia,CL,false,false,0.0,305.0,0,299,America_South_Southern
3476,Chorote,South America,-22.0,-63.0,iyow1239,crq,Matacoan,Chorote,,,,,false,South America,Patagonia,AR,false,false,280.0,317.0,1500,1500,Americas_East
3477,Chorti,North America,14.8,-89.3,chor1273,caa,Mayan,Chol-Tzeltal,,,,,false,North America,Central America,GT,false,false,1140.0,290.7,30010,30010,Americas_CentralExtend
3478,Chuj_Ixtatán,North America,16.0,-91.5,chuj1251,cnm,Mayan,Kanjobal-Chuj,,,,,false,North America,Central America,GT,false,false,1540.0,288.5,31600,31600,Americas_CentralExtend
3479,Chuxnabán Mixe,North America,17.0,-96.0,quet1239,pxm,Totozoquean-Chitimacha,Totozoquean,Mixe-Zoque,Mixe,Oaxaca,,false,North America,Central America,MX,false,false,1780.0,284.0,6700,6700,Americas_CentralExtend
3480,Clallam,North America,48.08,-123.75,clal1241,clm,Salish,Central,Squamish,,,,false,North America,Pacific Northwest,US,false,false,0.0,256.25,10,10,Americas_North_NorthwestCoast
3481,Cofan,South America,0.25,-77.0,cofa1242,con,Chibchan,,,,,,false,South America,Andes,EC,false,false,320.0,303.0,1400,1500,Americas_CentralExtend
3482,Cowlitz,North America,46.5,-123.17,cowl1242,cow,Salish,Tsamosan,,,,,false,North America,Pacific Northwest,US,false,false,400.0,256.83,0,200,Americas_North_NorthwestCoast
3483,Cuitlatec,North America,18.1,-100.34,,qpb,Cuitlatec,,,,,,true,North America,Central America,MX,false,false,320.0,279.66,0,299,Americas_CentralExtend
3484,Danezaa,North America,57.0,-120.0,beav1236,bea,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Northwest Canada,,false,North America,Western North America,CA,false,false,760.0,260.0,300,600,Americas_North_West
3485,Delaware,North America,41.5,-74.67,unam1242,unm,Algic,Algonquian,,,,,false,North America,Eastern North America,US,false,false,0.0,305.33,308,13500,Americas_North_West
3486,Dení,South America,-6.0,-68.0,deni1241,dny,Arawá,,,,,,false,South America,Amazon,BR,false,false,120.0,312.0,750,750,Americas_East
3487,Desano,South America,0.579,-69.067,desa1247,des,Tucanoan,East,,,,,false,South America,Amazon,CO,false,false,140.0,310.933,3420,3420,Americas_East
3488,Djeoromitxi,South America,-12.1,-63.1,djeo1235,jbt,Macro-Je,Jabutí,,,,,false,South America,Amazon,BR,false,false,160.0,316.9,5,299,Americas_East
3489,Dogrib,North America,65.0,-115.0,dogr1252,dgr,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Northwest Canada,,false,North America,Eastern North America,CA,false,false,440.0,265.0,2110,3220,Americas_North_West
3490,Embera_Caito,South America,7.5,-77.75,embe1260,cto,Chocoan,Emberá,Northern,,,,false,South America,Andes,CO,false,false,0.0,302.25,15000,15000,Americas_CentralExtend
3491,Embera_Saija,South America,4.5,-77.2,embe1261,tdc,Chocoan,Emberá,Southern,,,,false,South America,Andes,CO,false,false,0.0,302.8,999,999,Americas_CentralExtend
3492,Embera_SanJuan,South America,6.0,-75.85,embe1261,tdc,Chocoan,Emberá,Southern,,,,false,South America,Andes,CO,false,false,880.0,304.15,999,999,Americas_East
3493,Esselen,North America,36.25,-121.75,esse1238,esq,Esselen,,,,,,true,North America,California,US,false,false,0.0,258.25,0,80,Americas_North_West
3494,Fox,North America,43.0,-83.0,mesk1242,sac,Algic,Algonquian,,,,,false,North America,Eastern North America,US,false,false,240.0,297.0,250,299,Americas_North_West
3495,Fraser,North America,49.67,-121.33,,xxx,Salish,Interior,North,,,,false,North America,Pacific Northwest,CA,false,false,720.0,258.67,,299,Americas_North_NorthwestCoast
3496,Gabrielino,North America,33.93,-118.4,tong1329,xgf,Uto-Aztecan,North,,,,,false,North America,California,US,false,false,0.0,261.6,0,299,Americas_North_West
3497,Guahibo,South America,5.0,-69.0,guah1255,guh,Guahiban,,,,,,false,South America,Amazon,CO,false,false,140.0,311.0,34200,34200,Americas_CentralExtend
3498,Sak,Eurasia,21.35,92.3,chak1270,ckh,Tibeto-Burman,Jingpho,,,,,false,SE Asia & Oceania,Southeast Asia,MM,false,false,44.0,112.3,20000,20000,SEAsiaInsularPacific
3499,Guanano,South America,1.0,-69.75,guan1269,gvc,Tucanoan,East,,,,,false,South America,Amazon,CO,false,false,160.0,310.25,850,850,Americas_East
3500,Guarani_Bolivia,South America,-20.25,-63.5,east2555,gui,Tupi,Tupi-Guarani,Guarani,,,,false,South America,Patagonia,BO,false,false,940.0,316.5,34400,37600,Americas_East
3501,Guarani_Paraguay,South America,-23.5,-57.5,para1311,gug,Tupi,,,,,,false,South America,Patagonia,PY,false,false,80.0,322.5,4850000,4850000,Americas_East
3502,Sangkong,Eurasia,22.0,100.775,sang1320,sgk,Tibeto-Burman,Lolo-Burmese,Burmish,Southern,,,false,SE Asia & Oceania,Southeast Asia,CN,false,false,1660.0,120.775,1500,1500,MiddleOldWorld
3503,Guichicovi Lowland Mixe,North America,16.9,-95.0,isth1238,mir,Totozoquean-Chitimacha,Totozoquean,Mixe-Zoque,Mixe,Oaxaca,,false,North America,Central America,MX,false,false,240.0,285.0,20000,20000,Americas_CentralExtend
3504,Gününa Yajich,South America,-38.0,-62.5,,xxx,Chonan,,,,,,true,South America,Patagonia,AR,false,false,280.0,317.5,,299,America_South_Southern
3505,Gwich'in,North America,67.0,-146.0,gwic1235,gwi,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Central Alaska-Yukon,,false,North America,Pacific Northwest,CA,false,false,140.0,234.0,800,800,NthEurasia_Circumpolar
3506,Hän,North America,65.0,-140.0,hann1241,haa,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Central Alaska-Yukon,,false,North America,Pacific Northwest,CA,false,false,700.0,240.0,14,40,Americas_North_West
3507,Havasupai,North America,35.75,-112.5,hava1248,yuf,Yuman,Core,Pai,,,,false,North America,Western North America,US,false,false,1700.0,267.5,530,565,Americas_North_West
3508,Hianacoto,South America,1.0,-72.0,cari1279,cbd,Cariban,Guianan,,,,,false,South America,Amazon,CO,false,false,200.0,308.0,310,310,Americas_East
3509,Quechua_Huaras,South America,-9.0,-78.0,huay1240,qwh,Quechuan,,,,,,false,South America,Andes,PE,false,false,2620.0,302.0,336000,336000,Americas_CentralExtend
3510,Ikpeng,South America,-12.0,-54.0,ikpe1245,txi,Cariban,Pekodian,,,,,false,South America,Amazon,BR,false,false,280.0,326.0,320,320,Americas_East
3511,Inuvialuktun,North America,68.5,-135.0,west2618,ikt,Eskimo-Aleut,Inuit,,,,,false,North America,Pacific Northwest,US,false,false,0.0,245.0,4000,7500,NthEurasia_Circumpolar
3512,Jicaque,North America,14.8,-87.0,toll1241,jic,Jicaque,,,,,,false,North America,Central America,HN,false,false,860.0,293.0,350,593,Americas_CentralExtend
3513,Jicarilla,North America,36.0,-104.0,jica1244,apj,Dene-Yeniseic,Na-Dene,Athapaskan,Apachean,Eastern,,false,North America,Western North America,US,false,false,1720.0,276.0,680,680,Americas_CentralExtend
3514,Juruna,South America,-5.5,-53.0,juru1256,jur,Tupi,Juruna,,,,,false,South America,Amazon,BR,false,false,180.0,327.0,278,278,Americas_East
3515,K'ekchi,North America,15.9,-89.9,kekc1242,kek,Mayan,Quiche-Mam,Kekchi,,,,false,North America,Central America,GT,false,false,160.0,290.1,423500,423500,Americas_CentralExtend
3516,K'iche',North America,15.0,-91.0,kich1265,quu,Mayan,Quiche-Mam,Quichean,,,,false,North America,Central America,GT,false,false,1860.0,289.0,100000,100000,Americas_CentralExtend
3517,Kalapuya,North America,44.5,-123.0,kala1400,kyl,Oregon Coast,,,,,,false,North America,Pacific Northwest,US,false,false,0.0,257.0,1,299,Americas_North_West
3518,Kanoê,South America,-12.5,-62.25,,xxx,Kanoê,,,,,,true,South America,Amazon,BR,false,false,200.0,317.75,0,199,Americas_East
3519,Karitiána,South America,-4.0,-64.0,kari1311,ktn,Tupi,Arikem,,,,,false,South America,Amazon,BR,false,false,80.0,316.0,320,320,Americas_East
3520,Kashaya,North America,38.67,-123.33,kash1280,kju,Pomoan,Western,,,,,false,North America,California,US,false,false,0.0,256.67,45,45,Americas_North_West
3521,Kathlamet,North America,46.25,-123.5,,xxx,Chinook,,,,,,false,North America,Pacific Northwest,US,false,false,0.0,256.5,,299,Americas_North_NorthwestCoast
3522,Kaw,North America,36.83,-98.0,kans1243,ksk,Siouan,Mississippi,,,,,false,North America,Western North America,US,false,false,340.0,282.0,19,74,Americas_East
3523,Kawki,South America,-12.75,-75.8,jaqa1244,jqr,Aymaran,,,,,,false,South America,Andes,PE,false,false,2800.0,304.2,11,11,Americas_CentralExtend
3524,Kickapoo,North America,41.94,-83.734,kick1244,kic,Algic,Algonquian,,,,,false,North America,Eastern North America,US,false,false,200.0,296.266,1120,1120,Americas_North_West
3525,Kipeá,South America,-12.5,-51.0,kari1255,kzw,Macro-Je,Kariri,,,,,false,South America,Amazon,BR,false,false,200.0,329.0,0,1062,Americas_East
3526,Plattdüütsch,,,,nort2627,nds,,,,,,,,,,,,,,,,,
3527,Kogi,South America,11.0,-73.9,cogu1240,kog,Chibchan,East,Colombian,,,,false,South America,Amazon,CO,false,false,2780.0,306.1,11000,11000,Americas_CentralExtend
3528,Kuikuro,South America,-13.0,-54.2,kuik1246,kui,Cariban,Nahukwa,,,,,false,South America,Amazon,BR,false,false,300.0,325.8,870,870,Americas_East
3529,Kulina,South America,-7.901,-70.644,culi1244,cul,Arawá,,,,,,false,South America,Amazon,PE,false,false,180.0,309.356,2940,2940,Americas_East
3530,Kurripako,South America,1.824,-69.278,curr1243,kpc,Arawak,,,,,,false,South America,Amazon,CO,false,false,180.0,310.722,12540,12540,Americas_East
3531,Lekwiltok,North America,50.0,-125.5,kwak1269,kwk,Wakashan,North,,,,,false,North America,Pacific Northwest,CA,false,false,0.0,254.5,270,270,Americas_North_NorthwestCoast
3532,Lenca,North America,14.0,-88.0,lenc1244,len,Lenca,,,,,,true,North America,Central America,HN,false,false,0.0,292.0,3,100000,Americas_CentralExtend
3533,Lkungen,North America,48.58,-123.42,stra1244,str,Salish,Central,,,,,false,North America,Pacific Northwest,CA,false,false,0.0,256.58,20,299,Americas_North_NorthwestCoast
3534,Lummi,North America,48.7,-122.67,stra1244,str,Salish,Central,Squamish,,,,false,North America,Pacific Northwest,CA,false,false,0.0,257.33,20,299,Americas_North_NorthwestCoast
3535,Macuna,South America,-0.2,-70.15,macu1260,myy,Tucanoan,East,,,,,false,South America,Amazon,CO,false,false,140.0,309.85,1110,1110,Americas_East
3536,Madi_Banawá,South America,-7.0,-65.0,jama1261,jaa,Arawá,,,,,,false,South America,Amazon,BR,false,false,80.0,315.0,100,100,Americas_East
3537,Madi_Jamamadi,South America,-7.5,-66.0,jama1261,jaa,Arawá,,,,,,false,South America,Amazon,BR,false,false,120.0,314.0,480,480,Americas_East
3538,Madi_Jarawara,South America,-8.0,-67.0,jama1261,jaa,Arawá,,,,,,false,South America,Amazon,BR,false,false,100.0,313.0,180,180,Americas_East
3539,Maidu_Southern,North America,39.33,-120.83,nise1244,nsz,Maiduan,,,,,,false,North America,California,US,false,false,1360.0,259.17,1,299,Americas_North_West
3540,Maká,South America,-25.0,-57.33,maca1260,mca,Matacoan,Maka,,,,,false,South America,Patagonia,PY,false,false,60.0,322.67,1500,1500,Americas_East
3541,Máku,South America,3.5,-61.0,,xxx,Máku,,,,,,true,South America,Amazon,BR,false,false,80.0,319.0,,299,Americas_East
3542,Makurap,South America,-12.15,-62.0,maku1278,mpu,Tupi,Tupari,,,,,false,South America,Amazon,BR,false,false,420.0,318.0,110,267,Americas_East
3543,Sangtam,Eurasia,26.24,94.81,sang1321,nsa,Tibeto-Burman,Kuki-Chin-Naga,Naga,Ao,,,false,SE Asia & Oceania,Southeast Asia,IN,false,false,1000.0,114.81,83700,83700,MiddleOldWorld
3544,Mapuche,South America,-40.0,-73.0,mapu1245,arn,Araucanian,,,,,,true,South America,Andes,CL,false,false,0.0,307.0,300039,604349,America_South_Southern
3545,Mataco,South America,-22.526,-62.469,wich1262,mtp,Matacoan,Mataco,,,,,false,South America,Patagonia,AR,false,false,240.0,317.531,1810,1810,Americas_East
3546,Mattole,North America,40.45,-124.4,matt1238,mvb,Dene-Yeniseic,Na-Dene,Athapaskan,Pacific Coast,California,,false,North America,California,US,false,false,0.0,255.6,0,299,Americas_North_West
3547,Mawé,South America,-3.156,-56.558,sate1243,mav,Tupi,,,,,,false,South America,Amazon,BR,false,false,60.0,323.442,7130,7130,Americas_East
3548,Mazahua,North America,19.8,-100.0,cent2144,maz,Otomanguean,Otopamean,,,,,false,North America,Central America,MX,false,false,2600.0,280.0,350000,350000,Americas_CentralExtend
3549,Mescalero,North America,34.0,-105.0,mesc1238,apm,Dene-Yeniseic,Na-Dene,Athapaskan,Apachean,Western,,false,North America,Western North America,US,false,false,1520.0,275.0,1800,1800,Americas_CentralExtend
3550,Micmac,North America,45.0,-63.0,mikm1235,mic,Algic,Algonquian,,,,,false,North America,Eastern North America,CA,false,false,0.0,317.0,8510,15400,Americas_North_West
3551,Misantla Totonac,North America,20.3,-97.9,yecu1235,tlc,Totozoquean-Chitimacha,Totozoquean,Totonacan,,,,false,North America,Central America,MX,false,false,380.0,282.1,500,500,Americas_CentralExtend
3552,Miwok_Central,North America,37.75,-120.33,cent2140,csm,Miwok,,,,,,false,North America,California,US,false,false,260.0,259.67,12,299,Americas_North_West
3553,Miwok_Central Sierra,North America,38.0,-120.33,cent2140,csm,Miwok,,,,,,false,North America,California,US,false,false,740.0,259.67,12,12,Americas_North_West
3554,Miwok_Coast,North America,38.33,-123.0,coas1301,csi,Miwok,,,,,,false,North America,California,US,false,false,0.0,257.0,0,299,Americas_North_West
3555,Miwok_Lake,North America,38.93,-122.67,lake1258,lmw,Miwok,,,,,,false,North America,California,US,false,false,500.0,257.33,2,299,Americas_North_West
3556,Miwok_Northern Sierra,North America,38.33,-120.67,nort2968,nsq,Miwok,,,,,,false,North America,California,US,false,false,200.0,259.33,6,299,Americas_North_West
3557,Miwok_Plains,North America,38.0,-121.0,plai1259,pmw,Miwok,,,,,,false,North America,California,US,false,false,40.0,259.0,1,299,Americas_North_West
3558,Mixistlán South Highland Mixe,North America,17.1,-95.5,nort2939,neq,Totozoquean-Chitimacha,Totozoquean,Mixe-Zoque,Mixe,Oaxaca,,false,North America,Central America,MX,false,false,400.0,284.5,13000,13000,Americas_CentralExtend
3559,Molala,North America,43.0,-122.5,mola1238,mbe,Molala,,,,,,true,North America,Pacific Northwest,US,false,false,1620.0,257.5,0,299,Americas_North_West
3560,Monache,North America,37.93,-118.75,mono1275,mnr,Uto-Aztecan,North,Numic,Western,,,false,North America,Western North America,US,false,false,2020.0,261.25,39,103,Americas_North_West
3561,Cree_Moose,North America,51.33,-80.5,moos1236,crm,Algic,Algonquian,,,,,false,North America,Eastern North America,CA,false,false,0.0,299.5,4500,5000,Americas_North_West
3562,Mopan,North America,16.5,-88.5,mopa1243,mop,Mayan,Yucatecan,,,,,false,North America,Central America,BZ,false,false,0.0,291.5,11800,11800,Americas_CentralExtend
3563,Shixing,Eurasia,27.875,102.275,shix1238,sxg,Tibeto-Burman,Qiangic,,,,,false,SE Asia & Oceania,Southeast Asia,CN,false,false,2100.0,122.275,1800,1800,MiddleOldWorld
3564,Moxo,South America,-15.2,-60.5,igna1246,ign,Arawak,South-Southwest,South,,,,false,South America,Amazon,BO,false,false,200.0,319.5,4500,4500,Americas_East
3565,Mura,South America,-7.0,-62.0,pira1253,myp,Mura,,,,,,true,South America,Amazon,BR,false,false,60.0,318.0,0,349,Americas_East
3566,Nanaimo,North America,49.0,-123.83,halk1245,hur,Salish,Central,Halkomelem,,,,false,North America,Pacific Northwest,CA,false,false,0.0,256.17,200,999,Americas_North_NorthwestCoast
3567,Naukan,Eurasia,66.0,-172.0,nauk1242,ynk,Eskimo-Aleut,Inuit,,,,,false,North America,Pacific Northwest,RU,false,false,0.0,208.0,75,350,NthEurasia_Circumpolar
3568,Nitinat,North America,48.58,-124.25,noot1239,noo,Wakashan,South,,,,,false,North America,Pacific Northwest,CA,false,false,0.0,255.75,30,30,Americas_North_NorthwestCoast
3569,Nootsack,North America,49.0,-122.5,nook1247,nok,Salish,Central,Nooksack,,,,false,North America,Pacific Northwest,US,false,false,0.0,257.5,0,1600,Americas_North_NorthwestCoast
3570,Nunavut,North America,62.0,-75.0,,xxx,Eskimo-Aleut,Inuit,,,,,false,North America,Eastern North America,US,false,false,0.0,305.0,,299,NthEurasia_Circumpolar
3571,Ocaina,South America,-3.0,-72.0,ocai1244,oca,Witoto,Huitoto-Ocaina,,,,,false,South America,Amazon,PE,false,false,140.0,308.0,66,199,Americas_East
3572,Okanagan,North America,50.0,-120.0,okan1243,oka,Salish,Interior,South,,,,false,North America,Western North America,CA,false,false,1380.0,260.0,510,510,Americas_North_NorthwestCoast
3573,Oluta Popoluca,North America,17.8,-94.9,olut1240,plo,Totozoquean-Chitimacha,Totozoquean,Mixe-Zoque,Mixe,Gulf,,false,North America,Central America,MX,false,false,20.0,285.1,100,10000,Americas_CentralExtend
3574,Onondaga,North America,42.75,-76.17,onon1246,ono,Iroquoian,Northern,,,,,false,North America,Eastern North America,US,false,false,380.0,303.83,90,18173,Americas_North_West
3575,Oowekyala,North America,52.0,-127.5,heil1246,hei,Wakashan,North,,,,,false,North America,Pacific Northwest,CA,false,false,0.0,252.5,300,300,Americas_North_NorthwestCoast
3576,Ottawa,North America,45.0,-82.0,otta1242,otw,Algic,Algonquian,,,,,false,North America,Eastern North America,CA,false,false,200.0,298.0,7430,60559,Americas_North_West
3577,Paipai,North America,31.5,-116.0,paip1241,ppi,Yuman,Core,Pai,,,,false,North America,Central America,US,false,false,0.0,264.0,300,300,Americas_North_West
3578,Paiute_Southern,North America,37.83,-113.33,utes1238,ute,Uto-Aztecan,North,Numic,Southern,,,false,North America,Western North America,US,false,false,1600.0,266.67,1980,1980,Americas_North_West
3579,Pentlach,North America,49.5,-124.75,pent1242,ptw,Salish,Central,Pentlatch,,,,false,North America,Pacific Northwest,CA,false,false,0.0,255.25,0,299,Americas_North_NorthwestCoast
3580,Picuris,North America,36.2,-107.0,nort1550,twf,Kiowa-Tanoan,Tewa-Tiwa,,,,,false,North America,Western North America,US,false,false,2260.0,273.0,101,124,Americas_CentralExtend
3581,Piratapuya,South America,0.9,-69.8,pira1254,pir,Tucanoan,East,,,,,false,South America,Amazon,CO,false,false,160.0,310.2,620,620,Americas_East
3582,Pocomchi,North America,15.33,-90.5,poqo1254,poh,Mayan,Quiche-Mam,,,,,false,North America,Central America,GT,false,false,740.0,289.5,92200,92200,Americas_CentralExtend
3583,Pomo_Northern,North America,39.33,-123.5,nort2966,pej,Pomoan,Western,,,,,false,North America,California,US,false,false,0.0,256.5,0,299,Americas_North_West
3584,Pomo_Southern,North America,39.0,-122.5,sout2984,peq,Pomoan,Western,,,,,false,North America,California,US,false,false,0.0,257.5,1,299,Americas_North_West
3585,Potawatomi,North America,44.5,-85.0,pota1247,pot,Algic,Algonquian,,,,,false,North America,Eastern North America,US,false,false,360.0,295.0,50,25000,Americas_North_West
3586,Puinave,South America,4.0,-67.33,puin1248,pui,Puinave,,,,,,true,South America,Amazon,CO,false,false,100.0,312.67,2880,2880,Americas_CentralExtend
3587,Quechua_Putumayo,South America,0.35,-76.5,napo1242,qvo,Quechuan,,,,,,false,South America,Andes,PE,false,false,260.0,303.5,12000,12000,Americas_CentralExtend
3588,Kw'adza,,,,kwad1248,wka,,,,,,,,,,,,,,,,,
3589,Quechua_Bolivia,South America,-20.0,-66.0,nort2976,qul,Quechuan,,,,,,false,South America,Andes,BO,false,false,4040.0,314.0,116000,116000,Americas_CentralExtend
3590,Quechua_Ecuador,South America,-1.0,-79.0,,xxx,Quechuan,,,,,,false,South America,Andes,EC,false,false,2060.0,301.0,299999,299999,Americas_CentralExtend
3591,Quechua_Inga,South America,1.25,-76.67,inga1252,inb,Quechuan,,,,,,false,South America,Andes,EC,false,false,780.0,303.33,16000,17860,Americas_CentralExtend
3592,Quechua_Quito,South America,-0.25,-78.5,cald1236,qud,Quechuan,,,,,,false,South America,Andes,PE,false,false,3060.0,301.5,25000,35049,Americas_CentralExtend
3593,Ranquel,South America,-38.5,-67.5,mapu1245,arn,Araucanian,,,,,,true,South America,Patagonia,AR,false,false,440.0,312.5,20000,20000,America_South_Southern
3594,Reyesano,South America,-14.5,-67.5,reye1240,rey,Tacanan,Araona-Tacana,Cavineña-Tacana,Tacana proper,,,false,South America,Amazon,BO,false,false,260.0,312.5,4600,4600,Americas_East
3595,Quechua_Riobamba,South America,-1.5,-79.0,chim1302,qug,Quechuan,,,,,,false,South America,Andes,EC,false,false,3300.0,301.0,1000000,1000000,Americas_CentralExtend
3596,San Juan el Paraisó Lowland Mixe,North America,16.9,-95.3,,xxx,Totozoquean-Chitimacha,Totozoquean,Mixe-Zoque,Mixe,Oaxaca,,false,North America,Central America,MX,false,false,540.0,284.7,,,Americas_CentralExtend
3597,Quechua_Santiago del Estero,South America,-28.0,-64.0,sant1432,qus,Quechuan,,,,,,false,South America,Patagonia,AR,false,false,160.0,316.0,60000,60000,America_South_Southern
3598,Sayula Popoluca,North America,17.75,-95.0,sayu1241,pos,Totozoquean-Chitimacha,Totozoquean,Mixe-Zoque,Mixe,Gulf,,false,North America,Central America,MX,false,false,40.0,285.0,4000,4000,Americas_CentralExtend
3599,Sekani,North America,54.0,-125.0,seka1250,sek,Dene-Yeniseic,Na-Dene,Athapaskan,Northern Athapaskan,Northwest Canada,,false,North America,Pacific Northwest,CA,false,false,760.0,255.0,35,600,Americas_North_West
3600,Serrano,North America,34.33,-117.0,serr1255,ser,Uto-Aztecan,North,Takic,,,,false,North America,California,US,false,false,2180.0,263.0,1,299,Americas_North_West
3601,Seshelt,North America,49.5,-123.77,sech1246,sec,Salish,Central,Shashishalh,,,,false,North America,Pacific Northwest,CA,false,false,0.0,256.23,40,550,Americas_North_NorthwestCoast
